vehicle_type,engine_capacity_cc,oil_filter_change_date,current_date,oil_filter_age_days,km_after_change,road_type,load_type,avg_oil_temperature,oil_viscosity_index,engine_rpm_avg,idling_percentage,ambient_temperature,fuel_type,driving_style,oil_pressure,oil_level_pct,coolant_temp,oil_filter_condition
Hatchback,7894,2024-01-11,2024-11-17,311,14863,offroad,light,90.97440081655904,71.92612091221604,3501,6,18.915370386231327,CNG,aggressive,1.617656173460018,15,113.52278184508938,Red
Hatchback,7813,2024-04-09,2024-05-08,29,1617,city,light,91.9952679423627,98.4589145574134,3681,13,19.493701257491697,CNG,normal,6.89244669392784,23,94.94472137679874,Dark-Orange
LCV,5503,2023-06-13,2024-03-09,270,47455,mixed,light,112.33817368154783,79.90642809733853,3134,28,30.333502937007644,CNG,aggressive,2.8884642097990536,40,82.79156350028978,Orange
Truck,4698,2023-10-16,2024-02-08,115,2548,city,heavy,151.6746956232866,45.415216911609164,1790,8,23.012962433390403,CNG,calm,2.0385248520210313,90,106.93639724282318,Red
SUV,3706,2023-10-19,2024-02-17,121,7612,mixed,light,111.07699869993115,70.33481548046299,2495,35,43.262394921832524,CNG,calm,1.3928997637478608,88,96.7136828118997,Dark-Orange
Sedan,1772,2023-07-17,2024-02-22,220,17009,mixed,medium,84.86371985702338,98.89156479561763,1903,8,29.091744873579408,CNG,calm,2.6180385128851027,98,79.16705786463112,Orange
Hatchback,7558,2023-11-02,2024-02-08,98,4521,mixed,light,93.09041843560318,62.383964788067715,1808,33,43.280778565609594,Diesel,calm,2.682261214905451,50,105.57122226218915,Orange
Truck,1802,2023-04-20,2024-01-21,276,46601,city,light,83.0417154297765,63.69508925797277,3142,8,20.76229924905344,Petrol,normal,6.174719771052065,77,96.34428882628022,Dark-Orange
SUV,4198,2023-10-07,2024-05-26,232,14893,mixed,light,89.84616999541062,97.80965554784112,3872,39,17.133515001678052,Petrol,normal,0.8369981847281361,42,101.11676288840867,Red
Hatchback,1468,2023-05-20,2024-01-19,244,25752,highway,light,108.73184192069559,34.79649328926546,1778,20,29.132144296139714,CNG,calm,5.684348025874615,38,103.87748459593357,Dark-Orange
Truck,3016,2024-09-30,2024-10-20,20,2553,mixed,heavy,97.41173715166042,52.1458892183709,2568,18,38.440409116944025,CNG,aggressive,6.582792953366477,81,91.90787624148786,Orange
Hatchback,2955,2024-03-07,2024-05-13,67,9220,offroad,medium,77.37770065678777,62.07998658330103,3806,11,17.564125238487154,Diesel,calm,1.2258409469163585,16,105.9964697578482,Red
Sedan,5144,2023-11-09,2024-05-05,178,31570,highway,medium,83.40497538990958,88.36214682478649,2739,38,15.273808750325529,Diesel,calm,5.688361394865029,71,83.0379337591933,Yellow
Truck,3452,2024-08-28,2024-11-04,68,4096,city,heavy,122.52193128845643,49.7229390020526,2362,26,22.125905931460853,CNG,calm,3.96383999858506,49,97.9656138432897,Yellow
Bus,7987,2023-09-10,2024-05-17,250,14428,city,light,105.42454037571451,33.0860733259335,2866,13,37.29896820554829,CNG,normal,5.8972598257332125,50,88.54880245394875,Orange
Hatchback,2323,2024-03-08,2024-12-15,282,40629,city,light,122.43151379325211,68.19132024438656,3012,40,20.183282494861892,Petrol,aggressive,4.108430495641418,34,98.38181251993319,Red
Sedan,1342,2024-04-22,2024-05-12,20,3615,highway,heavy,70.70382343865384,54.757504423023285,3793,31,49.08429579230511,Petrol,aggressive,0.9703081491854378,28,103.21902504375224,Red
Bus,2266,2024-02-05,2024-04-28,83,16224,highway,medium,78.71874312112897,84.76705473033422,3186,20,24.33819983580652,Petrol,calm,4.2074236308035085,57,105.42491617339421,Light-Green
Bus,1885,2024-07-09,2024-07-28,19,3289,highway,light,96.70492168243732,87.43754666800933,2432,19,15.828255214550802,Diesel,normal,3.549565584338719,54,98.57112571511746,Green
Sedan,4264,2024-05-05,2024-06-09,35,6779,offroad,medium,88.1611250695312,77.56626828521846,3696,26,47.87329991136505,CNG,aggressive,1.315765395852913,66,102.43711283771226,Dark-Orange
SUV,3139,2023-11-05,2024-03-19,135,2331,mixed,medium,87.87259595660218,72.43461973143002,3594,12,28.48184016706545,CNG,normal,7.028974270695239,70,89.98242956415463,Red
Truck,2557,2023-05-06,2024-05-02,362,33612,highway,medium,107.52172497287208,94.45395993526282,2785,12,40.19139920548825,Diesel,calm,6.638785954257709,100,106.58186652932028,Red
Hatchback,5154,2023-10-26,2024-05-22,209,15042,offroad,heavy,102.05359694349441,76.54506039489401,3052,16,36.54302205829832,Petrol,calm,6.780145289882851,68,100.13267433113356,Red
Hatchback,4326,2024-09-27,2024-09-27,0,0,highway,medium,120.57793200324664,52.55744608155767,3309,33,38.6469531616535,CNG,aggressive,6.803811709487404,98,96.75553293954833,Orange
Truck,4876,2024-01-04,2024-12-06,337,8799,offroad,light,89.46920359183972,45.72484661981018,2315,14,15.854888570438922,Petrol,aggressive,2.3271655890310097,54,91.72337853402232,Red
Sedan,4892,2023-10-01,2024-10-28,393,9368,mixed,heavy,129.10600430209334,64.60640183073059,2499,14,37.96203038891244,CNG,calm,6.566894907817501,64,92.0804732917438,Red
SUV,7151,2023-07-23,2024-02-25,217,11192,mixed,light,100.07670184963692,61.95232778291208,3403,38,49.57623585732568,CNG,calm,3.5966537210968195,30,92.65412866624852,Dark-Orange
Truck,3599,2023-08-18,2024-08-20,368,66050,mixed,heavy,104.0672532262956,61.50488300728357,2512,22,41.80347895040079,Diesel,calm,3.0620216484043077,75,92.10863143530058,Red
Truck,4969,2024-06-21,2024-11-08,140,13100,offroad,light,97.58071432500986,92.51187829532218,1830,13,20.27907303045803,Diesel,normal,4.275897165680553,55,99.04050856814538,Yellow
LCV,6684,2023-12-05,2024-03-23,109,2420,mixed,medium,85.85414787299106,34.35859974085097,3220,29,46.669346741906196,CNG,normal,7.310939954230436,68,109.03958738659293,Red
Truck,6697,2023-01-02,2024-01-28,391,46678,mixed,light,71.21843177051437,89.74135653983731,3216,39,41.16304841423178,Diesel,normal,2.708431312329033,64,94.73486124550783,Red
Truck,7552,2024-02-02,2024-10-08,249,12870,mixed,medium,101.535215238245,76.8211534436042,3156,15,44.417698207189545,Petrol,normal,4.167949455633372,58,90.67390719451987,Orange
Sedan,6097,2024-02-13,2024-09-01,201,24614,city,light,97.11458552828316,90.6795948916591,2244,8,24.105470987175664,CNG,normal,1.7707956430111946,32,98.01547342333612,Dark-Orange
Hatchback,2733,2024-02-21,2024-08-11,172,26596,mixed,medium,105.09731446279966,62.921478534913284,3709,8,49.996773997822324,Diesel,normal,2.4217703191270528,25,94.92619850055426,Dark-Orange
Hatchback,2836,2023-10-01,2024-11-03,399,76561,city,light,117.14234221772531,73.49349596103104,2477,13,31.574637133114482,Petrol,calm,2.392171544749078,17,102.51933032686775,Red
SUV,5620,2023-04-23,2024-04-15,358,21009,offroad,light,87.97258234975459,84.44543203228028,2170,24,18.783456238016228,CNG,aggressive,5.036449064976982,29,108.84015718932679,Red
SUV,3555,2024-04-13,2024-10-22,192,16389,highway,light,108.80285640700406,46.99945663759925,2735,12,42.867952581007415,CNG,aggressive,1.4049414593645357,95,116.90455625809979,Red
Truck,7411,2023-04-15,2024-01-12,272,24858,offroad,light,92.5985127669501,30.885650511609715,3220,36,18.69386047253995,CNG,aggressive,2.0496740196790233,58,104.23162608341953,Red
Hatchback,6206,2024-06-06,2024-08-23,78,7233,offroad,heavy,111.49477047631461,60.4902145102726,3926,22,26.280660404339137,CNG,normal,5.339681224343292,74,89.965243458838,Yellow
Sedan,7805,2023-06-24,2024-02-09,230,12956,mixed,heavy,110.13716518610207,53.54776339239627,3524,25,21.364395000519213,CNG,aggressive,2.3175216938261842,63,91.34460703167457,Red
Sedan,3906,2023-12-20,2024-05-11,143,25348,offroad,heavy,94.06544429410843,35.99290733706149,3164,36,34.43116740536513,Petrol,aggressive,5.429282845286521,39,99.73592430635182,Red
Sedan,6657,2023-08-23,2024-08-21,364,37585,city,light,109.30822323942603,78.42510087066412,2754,28,31.564117106583367,Diesel,calm,1.7213903257781549,66,93.39062623136937,Red
Truck,3816,2023-10-17,2024-07-24,281,20470,mixed,medium,88.25120061495645,38.4459119326614,2288,25,19.18441594392685,Diesel,normal,6.995447242466371,44,91.77938483794324,Red
Truck,7243,2024-08-30,2024-12-06,98,5009,mixed,medium,94.64882461347709,71.77535183586113,1911,17,25.368626214280056,CNG,aggressive,5.221893108429,82,100.56121798533965,Orange
Hatchback,2469,2023-05-05,2024-05-01,362,40357,offroad,light,103.41189901906193,78.81921750371362,2017,36,18.590567637571624,Petrol,aggressive,4.348658874985244,52,108.07142754282428,Red
SUV,5702,2023-09-14,2024-05-16,245,22953,highway,light,95.1326356325666,87.54809517096012,3141,36,17.592875958947392,Diesel,normal,6.811345578287289,29,92.94133282904495,Red
Bus,6623,2023-10-21,2024-01-05,76,12472,offroad,light,103.89824191372635,83.51104117283359,3983,19,42.14927388943761,Petrol,calm,3.0714996000262946,86,102.81822871777311,Yellow
LCV,4690,2023-10-14,2024-08-10,301,59629,offroad,heavy,129.49095221396732,97.20761442040094,1906,18,36.89302606423111,CNG,calm,6.810638741682267,93,86.32853843950447,Red
Hatchback,6410,2023-10-07,2024-02-06,122,5248,city,light,103.75739275518815,78.25597950493383,3424,23,16.14239493833235,Petrol,normal,5.101612029233728,72,98.46448209496975,Yellow
Hatchback,6791,2023-10-04,2024-05-23,232,5457,highway,medium,103.39432404248312,86.27339761970038,2310,32,19.0171705861366,CNG,aggressive,0.8616202458314187,99,103.47401432576639,Red
Sedan,6305,2023-12-28,2024-03-09,72,1696,highway,medium,104.39608709948021,94.48347702773466,3298,12,31.404428959665665,CNG,aggressive,0.8339126117696652,87,87.85648581973632,Red
Hatchback,6732,2023-10-27,2024-07-09,256,28824,mixed,light,102.62249517987208,81.41737462999308,3972,21,15.90527123359174,CNG,calm,5.4356978245410446,70,82.8314510764076,Orange
Sedan,6523,2024-10-09,2024-10-19,10,1999,offroad,heavy,92.13044754196028,66.32746886913228,3311,22,21.352120152809405,Petrol,calm,5.57160078302849,75,101.5655360863383,Light-Green
Truck,4570,2024-03-21,2024-11-27,251,48724,mixed,medium,88.73230863004108,76.90934566648298,2158,26,29.40757814257278,Diesel,normal,5.801492414290761,56,83.69571946879469,Orange
LCV,3361,2023-10-21,2024-11-13,389,44547,mixed,light,114.45064193866483,38.11451210016705,3155,37,43.87245211440454,Diesel,normal,5.2060063784123,56,99.12780926936499,Red
SUV,6387,2024-02-17,2024-09-15,211,4283,offroad,heavy,96.98538365030939,83.19933752427119,2333,22,34.22268736798661,Diesel,aggressive,3.2636958804982044,71,96.4586185242831,Dark-Orange
Hatchback,4589,2024-10-15,2024-12-16,62,960,highway,heavy,96.65728355561716,30.95721251262425,3171,10,22.864523080952463,Petrol,normal,7.319170716841385,85,86.84189715034562,Red
SUV,4780,2023-12-05,2024-02-21,78,8165,offroad,heavy,123.18010322286344,88.43067619036862,3434,20,30.987526545630974,CNG,normal,5.028628794181661,68,92.6040549180619,Yellow
Sedan,4142,2023-08-04,2024-04-20,260,39466,highway,light,100.1950283781686,95.39738755777641,3579,22,43.71923156149524,Diesel,normal,4.665256026996606,58,109.53534077157317,Dark-Orange
Hatchback,6947,2023-08-01,2024-05-27,300,36055,mixed,light,78.90392099227677,54.158675918510525,3760,39,28.20235189748601,Diesel,aggressive,5.640429172252086,76,94.65470343905191,Red
Hatchback,2545,2024-02-20,2024-12-08,292,24167,mixed,light,83.93661252908332,79.36595167175018,3061,29,49.594490067877686,Diesel,aggressive,7.1010725151645255,75,99.82472415243186,Red
Bus,2246,2024-05-30,2024-08-02,64,6747,offroad,light,98.13801416677511,93.7309174387527,1562,14,29.349251691122753,Diesel,calm,7.276587287592586,82,102.40340817947738,Red
Bus,2264,2023-01-12,2024-02-16,400,77659,offroad,heavy,97.29809422897392,35.62207244056143,2845,39,28.300328913292926,CNG,normal,6.502615699162941,98,79.85152775314135,Red
Hatchback,6134,2024-04-20,2024-12-25,249,43762,city,heavy,96.10930071182783,77.90797020841417,2677,19,41.136822835827445,Petrol,calm,4.530568458470946,95,89.87034682364379,Orange
LCV,1806,2024-10-03,2024-11-23,51,4809,offroad,light,102.59771388776772,50.53574431756462,3035,32,20.094942849478947,Petrol,normal,4.619409839598745,22,98.85317379728836,Orange
Truck,4375,2024-07-22,2024-10-22,92,3891,city,heavy,113.46430584417699,64.83670766575658,3888,14,23.12659555033033,Diesel,aggressive,7.433360795698564,45,86.91063108609639,Red
Bus,3080,2023-09-03,2024-08-09,341,4018,mixed,medium,100.87313077669,35.170333019801106,2915,24,37.36285458260043,CNG,aggressive,6.678399581917302,35,83.57029702169376,Red
LCV,6655,2023-12-13,2024-05-15,154,7369,mixed,medium,113.0867073649068,70.03458846455172,3854,23,49.744221526941416,Petrol,calm,5.506643362713632,63,105.66198544097739,Orange
Hatchback,1179,2024-06-26,2024-11-13,140,1615,city,heavy,89.33495948064363,84.30186857223666,2442,27,22.66515886248369,CNG,normal,6.222719741706041,51,85.62174960084877,Yellow
Sedan,6086,2023-05-02,2024-05-22,386,56732,highway,heavy,114.56673679806279,32.75958017725722,3305,7,35.285083187894095,Petrol,aggressive,6.918711702128357,97,97.57207490980107,Red
Bus,2076,2023-08-27,2024-02-10,167,25387,highway,light,107.72571529459071,67.15966615919496,2616,15,23.99395295971418,Petrol,aggressive,6.148577699077394,61,133.52731490654722,Red
LCV,7606,2023-12-03,2024-05-24,173,28165,mixed,light,119.96321991958128,97.70888231100227,3782,28,18.160600644900416,Petrol,calm,6.131810885221877,65,104.88202610504112,Dark-Orange
LCV,1114,2024-03-16,2024-05-18,63,6073,offroad,heavy,105.27096133039481,37.584227153946145,2457,35,15.875862737626882,Diesel,aggressive,3.3164057826876254,62,102.58969220493267,Orange
Truck,3687,2023-11-12,2024-10-08,331,7285,mixed,heavy,112.47534197164008,38.16731557089381,1685,7,25.652760452460182,Diesel,aggressive,1.040813234438172,67,86.44071082170632,Red
LCV,1951,2023-05-09,2024-02-08,275,9838,mixed,medium,134.71987850010262,59.3388727390306,2132,31,37.92226641227124,CNG,aggressive,2.719826389259506,84,76.32734807408252,Red
LCV,6043,2024-06-23,2024-07-09,16,2258,highway,medium,93.78202291915163,36.954823722429126,3004,39,46.559367434862914,Diesel,calm,1.0502328646197365,61,95.80198712540815,Yellow
Bus,3938,2023-08-25,2024-01-13,141,6494,city,medium,92.92102201315849,74.91931270632523,3945,6,16.770247873200553,Petrol,aggressive,1.6513054347676281,42,105.88950596967366,Dark-Orange
Hatchback,2995,2023-06-11,2024-03-26,289,14157,highway,heavy,133.40570211699318,84.2058004463374,3941,5,24.704619609148907,Petrol,calm,2.2460008842288497,57,96.28551000071081,Red
Sedan,2064,2024-06-12,2024-09-09,89,2748,city,light,89.04450052424295,71.21970454353095,1564,16,24.287862791374067,Petrol,normal,1.1462675318296716,45,97.16458589581976,Yellow
Sedan,7076,2024-05-20,2024-07-17,58,8797,mixed,medium,135.83553936088694,37.633780700269185,3563,19,48.08954750395372,Diesel,aggressive,5.070780340037984,90,113.43413758320533,Red
SUV,6957,2024-06-16,2024-11-17,154,14942,city,light,69.6228612001359,78.02682472435629,3508,33,17.572175051825766,Diesel,normal,6.127747504950315,69,96.86454314769428,Orange
SUV,3638,2024-09-02,2024-10-05,33,1121,offroad,medium,93.33251883671225,61.76007923028301,3979,32,18.47124615876647,CNG,aggressive,1.3256577549931818,52,78.30867640909469,Dark-Orange
Bus,1937,2023-10-25,2024-11-21,393,45098,highway,medium,107.57480918470685,53.725213318462266,3357,30,29.559637759152334,Diesel,calm,3.5399847275756082,67,103.65755194170121,Red
SUV,3560,2023-08-06,2024-07-11,340,19865,highway,heavy,104.98629363274449,88.22403219323982,1881,32,18.379755139802498,Diesel,calm,2.4766274177027885,26,91.82153093489417,Red
Bus,4052,2024-02-17,2024-03-18,30,3642,offroad,heavy,136.48181360421646,91.1525160564023,3232,8,48.89395188590161,Petrol,normal,5.223322424008799,60,99.04981710960955,Yellow
Truck,3559,2023-08-14,2024-06-04,295,31390,highway,heavy,115.65944398190614,54.50797959548338,3778,28,19.020985973560787,Diesel,calm,4.89852899977016,28,111.5135098647949,Red
Hatchback,5703,2023-09-20,2024-04-26,219,37356,city,heavy,87.2094505106898,32.026722674288784,2619,24,47.253813236161044,CNG,aggressive,3.1850169469634526,49,90.15765927133748,Dark-Orange
Hatchback,1050,2024-01-15,2024-03-28,73,8584,mixed,light,96.43912058189997,98.02672231306133,1875,38,22.529650801172885,Petrol,aggressive,1.45548887636171,96,113.72005680472304,Red
LCV,4716,2023-11-30,2024-06-06,189,13080,offroad,heavy,61.38098989896391,40.89059323831418,1703,10,24.523599524117664,CNG,calm,1.9604525283971017,21,84.7561235866571,Red
Bus,4473,2024-01-07,2024-08-20,226,20045,highway,heavy,80.07557642663527,37.76228405406514,3929,36,33.44269375018507,Petrol,normal,4.92619565694985,70,81.9980715840656,Red
Hatchback,1372,2023-06-12,2024-04-13,306,6245,highway,medium,93.39933269954524,50.261299185220636,1991,5,32.40848650146644,Petrol,calm,3.3099045179973574,47,96.30740577286092,Dark-Orange
LCV,2439,2023-06-15,2024-03-13,272,39085,offroad,light,100.87763353460267,60.53537168586185,3383,9,45.173850476422324,Diesel,aggressive,6.53848193596176,20,118.47996928450323,Red
Truck,4516,2023-10-16,2024-10-13,363,47780,offroad,light,85.27737023428074,42.03112264046483,3384,28,18.084545845425964,Diesel,calm,1.27281060758288,56,99.6210347426327,Red
SUV,2993,2023-12-27,2024-07-19,205,22458,mixed,medium,96.96313711252674,53.31480357451924,2188,9,32.86691495897519,CNG,normal,4.724696394532204,43,95.60896607117161,Orange
SUV,5346,2023-08-07,2024-09-07,397,30323,highway,light,101.70276017876873,43.80902619767883,3967,14,41.607535344141226,Petrol,calm,3.400738505583697,47,101.62130674521046,Red
Bus,1617,2023-05-09,2024-03-25,321,33346,mixed,heavy,100.77299483343005,99.05723634151015,2823,25,20.283509048757693,CNG,aggressive,4.455632488416764,96,116.11317641616252,Red
SUV,4841,2024-03-19,2024-08-21,155,25001,city,medium,97.72322357446625,62.321974051251786,1654,8,27.905815982143448,CNG,calm,7.2399767776202255,54,100.88317206484577,Red
Hatchback,1628,2024-10-13,2024-11-28,46,5835,mixed,medium,92.70350850921459,61.48135925556343,3841,17,26.253436700814994,CNG,aggressive,2.9371367229682006,20,97.0759826128572,Dark-Orange
LCV,5107,2023-07-16,2024-03-02,230,6823,offroad,heavy,101.15952864583683,42.079123800545545,2514,33,49.68451079264106,Petrol,aggressive,1.591704345065097,97,103.49602097021025,Red
Truck,5282,2024-04-03,2024-10-06,186,15036,offroad,medium,114.28016640770042,33.665586227520436,2870,9,26.53917642912051,Diesel,normal,6.679062490631255,91,109.5255024746237,Red
Truck,6557,2024-03-03,2024-07-10,129,19028,highway,medium,112.1929317825844,39.89998664090225,2932,24,48.869377769246064,Petrol,aggressive,2.6896316362277535,99,101.29628841923612,Orange
Bus,6424,2023-09-05,2024-07-05,304,43982,city,medium,108.27605515697611,85.41633705044805,2023,38,18.270853777310762,CNG,normal,6.205792753090669,97,87.89872042072516,Dark-Orange
Bus,4468,2024-09-03,2024-09-12,9,710,highway,light,99.68647609053778,45.85801325737211,2063,14,17.70077795053067,Diesel,normal,3.2925211748116476,39,96.17327383308782,Light-Green
SUV,5158,2023-09-15,2024-09-27,378,67246,city,heavy,99.9619590772818,71.80725087501399,2131,15,21.329608850904382,Diesel,aggressive,7.036074081543884,31,106.61937317746775,Red
Bus,7316,2024-08-03,2024-10-26,84,12350,city,medium,96.7347819515917,97.87120223860374,4000,23,41.33369077890201,Diesel,aggressive,5.830836154203032,45,105.9877685198719,Orange
LCV,2916,2024-04-03,2024-09-08,158,30567,mixed,light,93.88126970843057,98.91078554721041,3391,23,42.234341303747414,Diesel,aggressive,6.847104474753096,88,97.61623055972467,Dark-Orange
Truck,5320,2024-03-26,2024-07-06,102,16548,highway,medium,119.58218210731494,91.1881861536566,3771,11,39.89903419916503,Petrol,aggressive,2.9443323269050987,76,95.21003841632759,Dark-Orange
Truck,7972,2023-12-30,2024-02-10,42,6509,offroad,medium,96.41162803195367,36.419949876136535,2409,33,45.96204208013026,CNG,calm,0.872612264917999,70,103.53974711067856,Red
SUV,4398,2023-05-01,2024-01-13,257,20830,mixed,light,104.86249528732664,52.307941281481185,1905,26,42.69832231187616,Diesel,calm,7.169067884481626,18,93.69856945632316,Red
Sedan,1313,2023-09-29,2024-05-27,241,34283,highway,heavy,138.68476459759955,30.367583881393255,1824,6,23.957337495296564,Diesel,normal,3.804584997254743,93,105.65227082546917,Red
Sedan,5495,2024-03-25,2024-12-20,270,24412,offroad,light,84.90973927750447,46.69076524218759,3372,9,18.880026335150525,Diesel,calm,5.305873655716157,21,82.85811387212269,Dark-Orange
LCV,5888,2023-10-14,2024-09-01,323,34858,highway,heavy,121.56017494284667,30.10950351533793,2945,20,34.97323006078501,Petrol,normal,6.090441556723511,69,101.67056103469791,Red
Sedan,6442,2024-02-09,2024-11-03,268,52309,city,heavy,109.81629840729629,68.79063666927368,3099,35,16.523704880837183,CNG,aggressive,1.1856436921115168,79,86.02745628514168,Red
LCV,4058,2024-05-16,2024-05-24,8,622,city,medium,68.64973377054581,73.97798737329595,3883,26,19.66933564507774,Petrol,aggressive,6.747618024480609,99,112.70431516566718,Dark-Orange
Hatchback,5472,2023-08-03,2024-06-27,329,14234,mixed,heavy,97.61754204811233,86.80483772933245,1758,34,16.29443265699215,Diesel,aggressive,1.7580442697540004,38,91.78614158347007,Red
Sedan,1358,2023-10-24,2024-04-02,161,30161,mixed,heavy,119.20762012213137,82.73036431732055,2282,23,27.49409616123772,Diesel,normal,1.4775219300226947,19,108.57880788099988,Red
SUV,6371,2024-04-07,2024-06-09,63,10198,mixed,medium,103.67449856663085,53.73256398857124,2265,36,39.22239718894153,CNG,normal,1.2875121426400966,64,89.9305682462887,Orange
Hatchback,7531,2024-07-29,2024-09-09,42,6222,city,medium,108.38663803921791,50.563649330174925,1920,10,26.477196686954592,CNG,calm,1.3450368303007285,84,103.72541591430479,Orange
Hatchback,3510,2023-08-19,2024-08-20,367,33383,mixed,medium,78.27873487754013,73.0396037539135,3281,22,37.381425867236814,Diesel,calm,6.2457571006252675,60,80.92536225623445,Red
SUV,1614,2024-04-28,2024-11-21,207,16359,highway,light,90.03658835043366,32.435927605897945,1775,20,42.248038072740286,Petrol,aggressive,1.3594548018810808,71,108.60111366248171,Red
Hatchback,3966,2024-07-03,2024-07-19,16,1999,mixed,medium,104.66361348397007,70.17452448337269,3668,28,28.931191608335748,Diesel,normal,3.6422874619547416,24,109.75356216949552,Orange
Bus,3283,2024-03-22,2024-04-04,13,1947,mixed,heavy,105.46513636885538,48.32436736112471,2566,33,22.50996488983019,Diesel,aggressive,3.9400263013606462,30,94.95437171009704,Orange
Truck,3339,2024-09-05,2024-12-16,102,3396,city,medium,104.84077840507135,99.80836828161293,2809,27,39.833917038685584,Petrol,aggressive,5.798500691078336,71,86.72769056447677,Yellow
Truck,5441,2024-02-20,2024-05-10,80,11619,highway,medium,107.39029725700608,98.95927827111353,2068,20,42.66305712827122,CNG,calm,3.3116328828088175,30,95.88873006131743,Yellow
SUV,3956,2024-03-15,2024-09-19,188,18575,highway,heavy,120.35215987566669,57.871198653963596,3460,38,29.37782922328084,Petrol,calm,2.2980921180803326,54,90.98779528114164,Red
LCV,7744,2024-07-31,2024-10-03,64,12464,city,medium,101.04478996778319,54.116034649188975,3758,16,41.87235730751799,Diesel,aggressive,7.452864133999312,81,104.83504306358465,Red
Sedan,4544,2024-08-31,2024-09-28,28,4702,highway,medium,101.46514147823248,95.43164856473541,2423,27,48.16190978833766,Petrol,calm,7.294326988647963,56,87.26990216144533,Red
Truck,3326,2023-11-01,2024-02-09,100,13066,offroad,light,134.13641946350805,67.34346208378665,3558,15,35.71329558608118,CNG,normal,5.461516216196935,93,99.06226685049928,Dark-Orange
Truck,2263,2023-05-08,2024-03-22,319,46867,offroad,heavy,142.29773686267333,33.18232623039394,3862,21,37.789549211996,Petrol,calm,4.714905889884772,25,87.3265243711195,Red
Truck,4412,2024-10-06,2024-10-21,15,1569,offroad,heavy,108.33602096555735,86.32817079510131,3163,24,30.874044653430992,Diesel,normal,4.954888405270296,46,104.76309126481102,Light-Green
Bus,1490,2023-08-16,2024-03-15,212,21625,highway,medium,87.40417236728835,90.30395537827462,2807,27,49.13809447702081,CNG,calm,3.9067793130978803,55,89.00607354555977,Orange
Sedan,7231,2023-09-04,2024-06-17,287,8660,highway,medium,115.48900606026965,47.3543217767882,1896,8,25.157420173946555,Petrol,normal,1.3208220676653983,72,76.89868675003984,Red
LCV,6041,2024-04-18,2024-07-08,81,13329,offroad,light,105.12633963665739,62.677058241614546,2763,36,15.811170437572287,Petrol,normal,2.8738350291183963,80,113.76170839215887,Yellow
LCV,5140,2024-04-20,2024-08-08,110,13291,city,light,108.57021265490182,91.76376334577407,3427,23,33.784176225112446,Diesel,normal,1.8895334936107717,91,104.7052382001321,Yellow
SUV,4530,2023-03-03,2024-03-09,372,29573,mixed,medium,80.19650189469037,69.91971507167204,2297,28,34.362802431740306,Petrol,normal,7.049280838471889,21,113.31458765854353,Red
SUV,4164,2023-08-21,2024-09-15,391,44758,city,light,98.8958332631214,85.6428059866662,2888,40,47.86319984343814,Petrol,normal,6.230707316238281,62,92.17778811012789,Red
Sedan,2630,2024-03-26,2024-10-17,205,21528,city,light,74.30298206363683,86.27760986359485,3627,34,20.212923260175568,Petrol,aggressive,7.298426465357841,57,108.53872374165412,Red
